ZONE,FID,ContourEle,ElevationR,SHAPE_Leng,SHAPE_Area
1663,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1663,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1664,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1664,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1665,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1665,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1666,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1666,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1666,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1667,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1667,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1667,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1668,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1668,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1668,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1668,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1669,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1670,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1671,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1672,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1672,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1673,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1674,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1674,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1675,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1675,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1676,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1676,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1677,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1678,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1679,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1680,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1680,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1681,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1682,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1682,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1683,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1683,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1684,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1684,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1685,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1686,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1687,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1688,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1688,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1689,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1689,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1689,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1689,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1690,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1691,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1692,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1693,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1694,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1695,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1695,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1696,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1696,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1697,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1698,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1699,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1700,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1700,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1701,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1701,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1702,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1702,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1702,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1703,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1703,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1704,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1704,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1705,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1705,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1706,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1707,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1708,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1709,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1710,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1711,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1712,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1713,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1714,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1714,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1715,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1715,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1716,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1716,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1717,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1717,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1718,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1719,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1719,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1720,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1721,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1721,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1722,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1722,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1723,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1723,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1724,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1724,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1725,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1725,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1726,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1726,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1726,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1726,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1726,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
1726,5810,6200,"6,000 - 6,200",102.0527434,0.414236485
1727,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1727,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1728,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1728,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1729,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1729,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1730,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1731,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1732,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1732,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1733,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1734,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1735,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1736,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1737,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1737,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1738,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1738,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1739,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1740,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1740,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1741,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1741,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1742,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1743,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1743,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1744,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1744,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1744,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1744,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1745,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1745,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1745,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1745,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1745,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
1745,5810,6200,"6,000 - 6,200",102.0527434,0.414236485
1745,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1746,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1746,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1746,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1746,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1747,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1748,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1749,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1750,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1751,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1752,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1753,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1753,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1754,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1754,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1755,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1756,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1756,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1757,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1757,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1758,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1759,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1759,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1759,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1759,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1760,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1761,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1762,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1763,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1764,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1765,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1765,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1766,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1766,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1766,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1767,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1768,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1768,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1769,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1769,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1770,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1770,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1771,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1771,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1772,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1772,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1773,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1773,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1774,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1774,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1774,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1774,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1775,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1775,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1776,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1776,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1776,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1776,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1776,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1777,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1777,5810,6200,"6,000 - 6,200",102.0527434,0.414236485
1777,5651,6400,"6,200 - 6,400",103.7764901,0.37482733
1777,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1777,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
1777,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1777,1477,6200,"6,000 - 6,200",0.143738047,0.000519621
1777,5570,6600,"6,400 - 6,600",101.8441679,0.361634085
1777,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1778,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1778,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1778,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1779,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1779,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1780,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1780,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1780,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1781,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1781,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1781,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1781,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1781,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
1781,1477,6200,"6,000 - 6,200",0.143738047,0.000519621
1781,1467,6400,"6,200 - 6,400",0.034014679,8.87E-05
1781,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1781,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1782,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1782,1227,4200,"4,000 - 4,200",6.833742264,0.472072562
1783,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1783,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1783,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1783,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1783,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1783,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1783,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1783,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1784,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
1784,5810,6200,"6,000 - 6,200",102.0527434,0.414236485
1784,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1784,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1784,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1785,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
1785,5810,6200,"6,000 - 6,200",102.0527434,0.414236485
1785,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1785,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1785,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1785,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1785,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1786,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1786,5810,6200,"6,000 - 6,200",102.0527434,0.414236485
1786,5651,6400,"6,200 - 6,400",103.7764901,0.37482733
1786,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1786,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
1786,1612,6800,"6,600 - 6,800",9.700059645,0.023218298
1786,5570,6600,"6,400 - 6,600",101.8441679,0.361634085
1786,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1787,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1787,5810,6200,"6,000 - 6,200",102.0527434,0.414236485
1787,5651,6400,"6,200 - 6,400",103.7764901,0.37482733
1787,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1787,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
1787,5570,6600,"6,400 - 6,600",101.8441679,0.361634085
1787,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1788,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
1788,5821,6000,"5,800 - 6,000",100.2620937,0.465002796
1788,5570,6600,"6,400 - 6,600",101.8441679,0.361634085
1788,5810,6200,"6,000 - 6,200",102.0527434,0.414236485
1788,5651,6400,"6,200 - 6,400",103.7764901,0.37482733
1789,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1789,1818,5200,"5,000 - 5,200",1.064844012,0.004172465
1789,1773,5800,"5,600 - 5,800",0.633675491,0.001193781
1789,1795,5400,"5,200 - 5,400",0.841554389,0.002594834
1789,1780,5600,"5,400 - 5,600",0.702879355,0.001544614
1790,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1791,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1791,1818,5200,"5,000 - 5,200",1.064844012,0.004172465
1791,1795,5400,"5,200 - 5,400",0.841554389,0.002594834
1792,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1793,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1793,1818,5200,"5,000 - 5,200",1.064844012,0.004172465
1793,1773,5800,"5,600 - 5,800",0.633675491,0.001193781
1793,1795,5400,"5,200 - 5,400",0.841554389,0.002594834
1793,1780,5600,"5,400 - 5,600",0.702879355,0.001544614
1794,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1795,1795,5400,"5,200 - 5,400",0.841554389,0.002594834
1795,1780,5600,"5,400 - 5,600",0.702879355,0.001544614
1795,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1795,1818,5200,"5,000 - 5,200",1.064844012,0.004172465
1795,1766,6200,"6,000 - 6,200",0.517347843,0.000922724
1795,1773,5800,"5,600 - 5,800",0.633675491,0.001193781
1795,1770,6000,"5,800 - 6,000",0.578374562,0.001014059
1796,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1797,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1798,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1799,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1800,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1801,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1802,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1803,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1804,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1804,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1805,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1806,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1806,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1806,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1806,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1807,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1808,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1809,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1810,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1811,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1812,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1813,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1814,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1815,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1815,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1816,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1816,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1817,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1817,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1817,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1818,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1818,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1818,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1818,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1819,1780,5600,"5,400 - 5,600",0.702879355,0.001544614
1819,1773,5800,"5,600 - 5,800",0.633675491,0.001193781
1819,1818,5200,"5,000 - 5,200",1.064844012,0.004172465
1819,1795,5400,"5,200 - 5,400",0.841554389,0.002594834
1819,1770,6000,"5,800 - 6,000",0.578374562,0.001014059
1819,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1820,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1821,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1822,1770,6000,"5,800 - 6,000",0.578374562,0.001014059
1822,1780,5600,"5,400 - 5,600",0.702879355,0.001544614
1822,1773,5800,"5,600 - 5,800",0.633675491,0.001193781
1822,1818,5200,"5,000 - 5,200",1.064844012,0.004172465
1822,1795,5400,"5,200 - 5,400",0.841554389,0.002594834
1822,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1823,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1824,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1825,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1826,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1827,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1828,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1829,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1830,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1831,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1832,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1833,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1834,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1835,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1836,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1837,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1838,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1838,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1839,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1839,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1839,1696,6000,"5,800 - 6,000",3.160167982,0.00758889
1839,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1839,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1839,1692,6200,"6,000 - 6,200",3.188325444,0.00680894
1839,1688,6400,"6,200 - 6,400",3.06223042,0.006273016
1840,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1841,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1841,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1842,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1842,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1842,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1842,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1843,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1844,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1844,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1845,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1845,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1846,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1846,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1847,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1848,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1849,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1850,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
