ZONE,FID,ContourEle,ElevationR,SHAPE_Leng,SHAPE_Area
1392,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1392,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1393,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1393,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1394,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1395,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1395,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1396,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1397,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1398,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1398,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1399,1696,6000,"5,800 - 6,000",3.160167982,0.00758889
1399,1692,6200,"6,000 - 6,200",3.188325444,0.00680894
1399,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1399,1688,6400,"6,200 - 6,400",3.06223042,0.006273016
1399,1683,6600,"6,400 - 6,600",3.099596926,0.005581768
1400,1688,6400,"6,200 - 6,400",3.06223042,0.006273016
1400,1696,6000,"5,800 - 6,000",3.160167982,0.00758889
1400,1692,6200,"6,000 - 6,200",3.188325444,0.00680894
1400,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1400,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1401,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1401,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1401,1692,6200,"6,000 - 6,200",3.188325444,0.00680894
1401,1688,6400,"6,200 - 6,400",3.06223042,0.006273016
1401,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1401,1696,6000,"5,800 - 6,000",3.160167982,0.00758889
1402,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1402,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1403,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1403,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1403,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1404,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1404,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1404,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1404,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1405,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1405,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1405,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1405,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1405,1696,6000,"5,800 - 6,000",3.160167982,0.00758889
1406,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1406,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1407,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1408,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1409,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1409,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1410,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1411,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1411,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1412,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1412,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1413,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1413,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1414,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1414,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1414,1696,6000,"5,800 - 6,000",3.160167982,0.00758889
1414,1692,6200,"6,000 - 6,200",3.188325444,0.00680894
1414,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1414,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1415,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1415,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1416,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1416,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1417,1692,6200,"6,000 - 6,200",3.188325444,0.00680894
1417,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1417,1696,6000,"5,800 - 6,000",3.160167982,0.00758889
1417,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1418,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1418,1696,6000,"5,800 - 6,000",3.160167982,0.00758889
1418,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1418,1692,6200,"6,000 - 6,200",3.188325444,0.00680894
1418,1688,6400,"6,200 - 6,400",3.06223042,0.006273016
1419,1692,6200,"6,000 - 6,200",3.188325444,0.00680894
1419,1688,6400,"6,200 - 6,400",3.06223042,0.006273016
1419,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1419,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1419,1696,6000,"5,800 - 6,000",3.160167982,0.00758889
1419,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1419,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1420,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1420,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1421,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1422,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1422,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1423,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1423,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1424,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1424,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1425,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1426,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1426,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1427,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1428,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1429,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1429,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1430,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1431,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1432,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1433,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1434,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1435,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1435,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1436,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1437,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1438,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1438,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1439,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1439,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1440,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1440,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1441,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1442,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1443,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1444,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1445,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1446,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1447,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1448,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1449,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1450,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1451,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1452,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1453,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1454,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1455,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1456,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1456,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1457,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1457,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1458,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1459,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1459,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1460,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1460,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1461,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1462,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1462,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1463,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1464,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1465,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1466,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1467,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1468,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1469,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1469,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1470,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1471,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1471,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1472,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1473,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1473,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1474,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1475,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1476,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1477,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1478,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1479,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1480,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1481,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1482,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1482,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1483,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1483,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1484,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1484,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1485,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1485,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1486,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1487,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1488,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1488,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1489,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1489,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1490,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1491,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1491,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1492,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1493,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1493,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1494,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1495,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1496,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1496,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1497,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1498,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1498,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1499,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1499,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1500,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1501,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1501,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1502,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1503,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1504,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1504,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1505,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1506,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1507,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1507,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1508,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1508,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1509,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1510,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1511,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1511,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1512,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1513,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1514,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1515,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1516,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1516,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1517,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1518,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1519,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1520,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1521,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1522,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1523,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1524,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1525,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1526,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1527,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1528,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1529,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1530,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1531,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1531,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1532,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1532,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1533,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1533,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1534,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1534,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1535,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1535,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1536,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1537,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1538,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1539,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1539,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1540,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1540,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1541,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1541,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1542,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1543,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1544,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1545,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1545,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1546,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1546,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1547,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1547,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1548,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1548,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1549,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1550,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1551,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1552,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1553,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1554,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1554,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1555,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1556,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1556,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1557,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1557,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1558,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1559,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1560,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1561,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1562,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1563,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1564,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1564,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1565,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1565,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1566,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1567,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1567,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1568,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1569,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1570,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1571,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1572,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1572,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1573,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1574,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1575,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1575,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1576,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1576,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1577,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1578,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1579,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1580,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1581,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1582,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1583,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1583,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1584,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1584,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1585,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1586,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1587,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1588,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1589,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1590,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1591,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1592,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1593,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1593,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1594,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1594,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1595,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1595,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1596,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1596,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1597,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1597,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1598,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1598,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1599,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1599,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1600,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1600,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1601,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1602,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1603,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1603,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1604,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1605,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1605,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1606,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1606,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1607,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1607,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1608,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1608,1720,5600,"5,400 - 5,600",3.082774565,0.012127243
1608,1706,5800,"5,600 - 5,800",3.098917253,0.009079636
1608,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1608,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1609,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1609,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1610,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1611,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1611,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1612,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1612,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1613,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1613,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1614,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1615,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1616,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1616,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1617,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1617,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1618,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1618,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1619,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1619,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1620,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1621,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1622,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1622,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1623,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1624,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1624,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1625,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1625,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1626,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1626,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1627,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1627,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1627,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1628,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1628,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1628,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1629,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1629,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1629,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1629,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1630,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1630,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1630,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1631,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1631,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1632,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1633,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1634,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1635,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1636,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1637,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1638,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1639,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1639,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1640,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1640,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1641,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1641,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1642,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1642,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1643,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1644,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1644,2365,4400,"4,200 - 4,400",25.73153981,1.861984665
1645,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1646,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1647,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1648,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1649,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1650,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1651,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1652,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1653,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1653,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1654,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1654,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1655,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1655,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1656,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1656,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1657,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1657,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1658,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1658,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1658,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1659,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
1659,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
1659,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
1659,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1660,2458,4600,"4,400 - 4,600",35.25413498,0.353741924
1660,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1661,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
1661,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
1662,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
