;TAZID,CO_TAZID,TOTHH,TOTPOP,HHSIZE,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
2661,492661,1.0,4.64759670573,4.64759670573,10.3723115395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3723115395,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2662,492662,3.0,11.1542320938,3.71807736459,2.00755948585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00755948585,0.0,0.0,0.0,51349,0.0,0.0,0.0,49,UTAH
2663,492663,4.33333333333,13.3238414803,3.07473264931,2.33841000694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33864971928,0.0,0.999760287653,0.0,51349,0.0,0.0,0.0,49,UTAH
2664,492664,15.3333333333,35.0119707052,2.28338939382,22.0801287492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0793746014,0.0,0.0,1.00075414781,51914,0.0,0.0,0.0,49,UTAH
2665,492665,15.3333333333,52.3629606456,3.41497569428,8.02721234828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02645820047,0.0,0.0,1.00075414781,49221,0.0,0.0,0.0,49,UTAH
2666,492666,35.6666666667,111.542567534,3.12736170656,24.0816370448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0793746014,0.0,0.0,3.00226244344,49221,0.0,0.0,0.0,49,UTAH
2667,492667,36.0,115.260398302,3.20167773062,24.0816370448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0793746014,0.0,0.0,3.00226244344,51349,0.0,0.0,0.0,49,UTAH
2668,492668,13.0,49.2645250807,3.78957885236,7.02343260535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02267845754,0.0,0.0,1.00075414781,49221,0.0,0.0,0.0,49,UTAH
2669,492669,36.3333333333,127.964038133,3.52194600366,23.0778573019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0755948585,0.0,0.0,3.00226244344,49221,0.0,0.0,0.0,49,UTAH
2670,492670,38.0,133.850785125,3.52238908225,23.0778573019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0755948585,0.0,0.0,3.00226244344,49221,0.0,0.0,0.0,49,UTAH
