model,tourType,variable,alternative,units,latentClass,value
modeChoice,Person,hhSize2,ride_hail_transit,util,school,
modeChoice,Person,hhSize2,ride_hail_transit,util,escort,
modeChoice,Person,hhSize2,ride_hail_transit,util,shopping,
modeChoice,Person,hhSize2,ride_hail_transit,util,eatout,
modeChoice,Person,hhSize2,ride_hail_transit,util,othmaint,
modeChoice,Person,hhSize2,ride_hail_transit,util,social,
modeChoice,Person,hhSize2,ride_hail_transit,util,othdiscr,
modeChoice,Person,hhSize2,ride_hail_transit,util,atwork,
modeChoice,Person,hhSize2,walk,util,work,
modeChoice,Person,hhSize2,walk,util,univ,
modeChoice,Person,hhSize2,walk,util,school,
modeChoice,Person,hhSize2,walk,util,escort,
modeChoice,Person,hhSize2,walk,util,shopping,
modeChoice,Person,hhSize2,walk,util,eatout,
modeChoice,Person,hhSize2,walk,util,othmaint,
modeChoice,Person,hhSize2,walk,util,social,
modeChoice,Person,hhSize2,walk,util,othdiscr,
modeChoice,Person,hhSize2,walk,util,atwork,
modeChoice,Person,hhSize2,walk_transit,util,work,
modeChoice,Person,hhSize2,walk_transit,util,univ,
modeChoice,Person,hhSize2,walk_transit,util,school,
modeChoice,Person,hhSize2,walk_transit,util,escort,
modeChoice,Person,hhSize2,walk_transit,util,shopping,
modeChoice,Person,hhSize2,walk_transit,util,eatout,
modeChoice,Person,hhSize2,walk_transit,util,othmaint,
modeChoice,Person,hhSize2,walk_transit,util,social,
modeChoice,Person,hhSize2,walk_transit,util,othdiscr,
modeChoice,Person,hhSize2,walk_transit,util,atwork,
modeChoice,Path,shortDrive,bike,util,work,
modeChoice,Path,shortDrive,bike,util,univ,
modeChoice,Path,shortDrive,bike,util,school,
modeChoice,Path,shortDrive,bike,util,escort,
modeChoice,Path,shortDrive,bike,util,shopping,
modeChoice,Path,shortDrive,bike,util,eatout,
modeChoice,Path,shortDrive,bike,util,othmaint,
modeChoice,Path,shortDrive,bike,util,social,
modeChoice,Path,shortDrive,bike,util,othdiscr,
modeChoice,Path,shortDrive,bike,util,atwork,
modeChoice,Path,shortDrive,bike_transit,util,work,
modeChoice,Path,shortDrive,bike_transit,util,univ,
modeChoice,Path,shortDrive,bike_transit,util,school,
modeChoice,Path,shortDrive,bike_transit,util,escort,
modeChoice,Path,shortDrive,bike_transit,util,shopping,
modeChoice,Path,shortDrive,bike_transit,util,eatout,
modeChoice,Path,shortDrive,bike_transit,util,othmaint,
modeChoice,Path,shortDrive,bike_transit,util,social,
modeChoice,Path,shortDrive,bike_transit,util,othdiscr,
modeChoice,Path,shortDrive,bike_transit,util,atwork,
modeChoice,Path,shortDrive,car,util,work,
modeChoice,Path,shortDrive,car,util,univ,
modeChoice,Path,shortDrive,car,util,school,
modeChoice,Path,shortDrive,car,util,escort,
modeChoice,Path,shortDrive,car,util,shopping,
modeChoice,Path,shortDrive,car,util,eatout,
modeChoice,Path,shortDrive,car,util,othmaint,
modeChoice,Path,shortDrive,car,util,social,
modeChoice,Path,shortDrive,car,util,othdiscr,
modeChoice,Path,shortDrive,car,util,atwork,
modeChoice,Path,shortDrive,drive_transit,util,work,-0.482
modeChoice,Path,shortDrive,drive_transit,util,univ,-0.482
modeChoice,Path,shortDrive,drive_transit,util,school,-0.482
modeChoice,Path,shortDrive,drive_transit,util,escort,-0.482
modeChoice,Path,shortDrive,drive_transit,util,shopping,-0.482
modeChoice,Path,shortDrive,drive_transit,util,eatout,-0.482
modeChoice,Path,shortDrive,drive_transit,util,othmaint,-0.482
modeChoice,Path,shortDrive,drive_transit,util,social,-0.482
modeChoice,Path,shortDrive,drive_transit,util,othdiscr,-0.482
modeChoice,Path,shortDrive,drive_transit,util,atwork,-0.482
modeChoice,Path,shortDrive,hov2,util,work,
modeChoice,Path,shortDrive,hov2,util,univ,
modeChoice,Path,shortDrive,hov2,util,school,
modeChoice,Path,shortDrive,hov2,util,escort,
modeChoice,Path,shortDrive,hov2,util,shopping,
modeChoice,Path,shortDrive,hov2,util,eatout,
modeChoice,Path,shortDrive,hov2,util,othmaint,
modeChoice,Path,shortDrive,hov2,util,social,
modeChoice,Path,shortDrive,hov2,util,othdiscr,
modeChoice,Path,shortDrive,hov2,util,atwork,
modeChoice,Path,shortDrive,hov2_teleportation,util,work,
modeChoice,Path,shortDrive,hov2_teleportation,util,univ,
modeChoice,Path,shortDrive,hov2_teleportation,util,school,
modeChoice,Path,shortDrive,hov2_teleportation,util,escort,
modeChoice,Path,shortDrive,hov2_teleportation,util,shopping,
modeChoice,Path,shortDrive,hov2_teleportation,util,eatout,
modeChoice,Path,shortDrive,hov2_teleportation,util,othmaint,
modeChoice,Path,shortDrive,hov2_teleportation,util,social,
modeChoice,Path,shortDrive,hov2_teleportation,util,othdiscr,
modeChoice,Path,shortDrive,hov2_teleportation,util,atwork,
modeChoice,Path,shortDrive,hov3,util,work,
modeChoice,Path,shortDrive,hov3,util,univ,
modeChoice,Path,shortDrive,hov3,util,school,
modeChoice,Path,shortDrive,hov3,util,escort,
modeChoice,Path,shortDrive,hov3,util,shopping,
modeChoice,Path,shortDrive,hov3,util,eatout,
modeChoice,Path,shortDrive,hov3,util,othmaint,
modeChoice,Path,shortDrive,hov3,util,social,
modeChoice,Path,shortDrive,hov3,util,othdiscr,
modeChoice,Path,shortDrive,hov3,util,atwork,
modeChoice,Path,shortDrive,hov3_teleportation,util,work,
modeChoice,Path,shortDrive,hov3_teleportation,util,univ,
modeChoice,Path,shortDrive,hov3_teleportation,util,school,
modeChoice,Path,shortDrive,hov3_teleportation,util,escort,
modeChoice,Path,shortDrive,hov3_teleportation,util,shopping,
modeChoice,Path,shortDrive,hov3_teleportation,util,eatout,
modeChoice,Path,shortDrive,hov3_teleportation,util,othmaint,
modeChoice,Path,shortDrive,hov3_teleportation,util,social,
modeChoice,Path,shortDrive,hov3_teleportation,util,othdiscr,
modeChoice,Path,shortDrive,hov3_teleportation,util,atwork,
modeChoice,Path,shortDrive,ride_hail,util,work,
modeChoice,Path,shortDrive,ride_hail,util,univ,
modeChoice,Path,shortDrive,ride_hail,util,school,
modeChoice,Path,shortDrive,ride_hail,util,escort,
modeChoice,Path,shortDrive,ride_hail,util,shopping,
modeChoice,Path,shortDrive,ride_hail,util,eatout,
modeChoice,Path,shortDrive,ride_hail,util,othmaint,
modeChoice,Path,shortDrive,ride_hail,util,social,
modeChoice,Path,shortDrive,ride_hail,util,othdiscr,
modeChoice,Path,shortDrive,ride_hail,util,atwork,
modeChoice,Path,shortDrive,ride_hail_pooled,util,work,
modeChoice,Path,shortDrive,ride_hail_pooled,util,univ,
modeChoice,Path,shortDrive,ride_hail_pooled,util,school,
modeChoice,Path,shortDrive,ride_hail_pooled,util,escort,
modeChoice,Path,shortDrive,ride_hail_pooled,util,shopping,
modeChoice,Path,shortDrive,ride_hail_pooled,util,eatout,
modeChoice,Path,shortDrive,ride_hail_pooled,util,othmaint,
modeChoice,Path,shortDrive,ride_hail_pooled,util,social,
modeChoice,Path,shortDrive,ride_hail_pooled,util,othdiscr,
modeChoice,Path,shortDrive,ride_hail_pooled,util,atwork,
modeChoice,Path,shortDrive,ride_hail_transit,util,work,-0.482
modeChoice,Path,shortDrive,ride_hail_transit,util,univ,-0.482
modeChoice,Path,shortDrive,ride_hail_transit,util,school,-0.482
modeChoice,Path,shortDrive,ride_hail_transit,util,escort,-0.482
modeChoice,Path,shortDrive,ride_hail_transit,util,shopping,-0.482
modeChoice,Path,shortDrive,ride_hail_transit,util,eatout,-0.482
modeChoice,Path,shortDrive,ride_hail_transit,util,othmaint,-0.482
modeChoice,Path,shortDrive,ride_hail_transit,util,social,-0.482
modeChoice,Path,shortDrive,ride_hail_transit,util,othdiscr,-0.482
modeChoice,Path,shortDrive,ride_hail_transit,util,atwork,-0.482
modeChoice,Path,shortDrive,walk,util,work,
modeChoice,Path,shortDrive,walk,util,univ,
modeChoice,Path,shortDrive,walk,util,school,
modeChoice,Path,shortDrive,walk,util,escort,
modeChoice,Path,shortDrive,walk,util,shopping,
modeChoice,Path,shortDrive,walk,util,eatout,
modeChoice,Path,shortDrive,walk,util,othmaint,
modeChoice,Path,shortDrive,walk,util,social,
modeChoice,Path,shortDrive,walk,util,othdiscr,
modeChoice,Path,shortDrive,walk,util,atwork,
modeChoice,Path,shortDrive,walk_transit,util,work,
modeChoice,Path,shortDrive,walk_transit,util,univ,
modeChoice,Path,shortDrive,walk_transit,util,school,
modeChoice,Path,shortDrive,walk_transit,util,escort,
modeChoice,Path,shortDrive,walk_transit,util,shopping,
modeChoice,Path,shortDrive,walk_transit,util,eatout,
modeChoice,Path,shortDrive,walk_transit,util,othmaint,
modeChoice,Path,shortDrive,walk_transit,util,social,
modeChoice,Path,shortDrive,walk_transit,util,othdiscr,
modeChoice,Path,shortDrive,walk_transit,util,atwork,
modeChoice,Location,CBD,bike,util,work,
modeChoice,Location,CBD,bike,util,univ,
modeChoice,Location,CBD,bike,util,school,
modeChoice,Location,CBD,bike,util,escort,
modeChoice,Location,CBD,bike,util,shopping,
modeChoice,Location,CBD,bike,util,eatout,
modeChoice,Location,CBD,bike,util,othmaint,
modeChoice,Location,CBD,bike,util,social,
modeChoice,Location,CBD,bike,util,othdiscr,
modeChoice,Location,CBD,bike,util,atwork,
modeChoice,Location,CBD,bike_transit,util,work,0.804
modeChoice,Location,CBD,bike_transit,util,univ,0.672
modeChoice,Location,CBD,bike_transit,util,school,0.672
modeChoice,Location,CBD,bike_transit,util,escort,0.525
modeChoice,Location,CBD,bike_transit,util,shopping,0.525
modeChoice,Location,CBD,bike_transit,util,eatout,0.525
modeChoice,Location,CBD,bike_transit,util,othmaint,0.525
modeChoice,Location,CBD,bike_transit,util,social,0.525
modeChoice,Location,CBD,bike_transit,util,othdiscr,0.525
modeChoice,Location,CBD,bike_transit,util,atwork,0.564
modeChoice,Location,CBD,car,util,work,
modeChoice,Location,CBD,car,util,univ,
modeChoice,Location,CBD,car,util,school,
modeChoice,Location,CBD,car,util,escort,
modeChoice,Location,CBD,car,util,shopping,
modeChoice,Location,CBD,car,util,eatout,
modeChoice,Location,CBD,car,util,othmaint,
modeChoice,Location,CBD,car,util,social,
modeChoice,Location,CBD,car,util,othdiscr,
modeChoice,Location,CBD,car,util,atwork,
modeChoice,Location,CBD,drive_transit,util,work,1.1
modeChoice,Location,CBD,drive_transit,util,univ,0.672
modeChoice,Location,CBD,drive_transit,util,school,0.672
modeChoice,Location,CBD,drive_transit,util,escort,0.525
modeChoice,Location,CBD,drive_transit,util,shopping,0.525
modeChoice,Location,CBD,drive_transit,util,eatout,0.525
modeChoice,Location,CBD,drive_transit,util,othmaint,0.525
modeChoice,Location,CBD,drive_transit,util,social,0.525
modeChoice,Location,CBD,drive_transit,util,othdiscr,0.525
modeChoice,Location,CBD,drive_transit,util,atwork,0.564
modeChoice,Location,CBD,hov2,util,work,
modeChoice,Location,CBD,hov2,util,univ,
modeChoice,Location,CBD,hov2,util,school,
modeChoice,Location,CBD,hov2,util,escort,
modeChoice,Location,CBD,hov2,util,shopping,
modeChoice,Location,CBD,hov2,util,eatout,
modeChoice,Location,CBD,hov2,util,othmaint,
modeChoice,Location,CBD,hov2,util,social,
modeChoice,Location,CBD,hov2,util,othdiscr,
modeChoice,Location,CBD,hov2,util,atwork,
modeChoice,Location,CBD,hov2_teleportation,util,work,
modeChoice,Location,CBD,hov2_teleportation,util,univ,
modeChoice,Location,CBD,hov2_teleportation,util,school,
modeChoice,Location,CBD,hov2_teleportation,util,escort,
modeChoice,Location,CBD,hov2_teleportation,util,shopping,
modeChoice,Location,CBD,hov2_teleportation,util,eatout,
modeChoice,Location,CBD,hov2_teleportation,util,othmaint,
modeChoice,Location,CBD,hov2_teleportation,util,social,
modeChoice,Location,CBD,hov2_teleportation,util,othdiscr,
modeChoice,Location,CBD,hov2_teleportation,util,atwork,
modeChoice,Location,CBD,hov3,util,work,
modeChoice,Location,CBD,hov3,util,univ,
modeChoice,Location,CBD,hov3,util,school,
modeChoice,Location,CBD,hov3,util,escort,
modeChoice,Location,CBD,hov3,util,shopping,
modeChoice,Location,CBD,hov3,util,eatout,
modeChoice,Location,CBD,hov3,util,othmaint,
modeChoice,Location,CBD,hov3,util,social,
modeChoice,Location,CBD,hov3,util,othdiscr,
modeChoice,Location,CBD,hov3,util,atwork,
modeChoice,Location,CBD,hov3_teleportation,util,work,
modeChoice,Location,CBD,hov3_teleportation,util,univ,
modeChoice,Location,CBD,hov3_teleportation,util,school,
modeChoice,Location,CBD,hov3_teleportation,util,escort,
modeChoice,Location,CBD,hov3_teleportation,util,shopping,
modeChoice,Location,CBD,hov3_teleportation,util,eatout,
modeChoice,Location,CBD,hov3_teleportation,util,othmaint,
modeChoice,Location,CBD,hov3_teleportation,util,social,
modeChoice,Location,CBD,hov3_teleportation,util,othdiscr,
modeChoice,Location,CBD,hov3_teleportation,util,atwork,
modeChoice,Location,CBD,ride_hail,util,work,
modeChoice,Location,CBD,ride_hail,util,univ,
modeChoice,Location,CBD,ride_hail,util,school,
modeChoice,Location,CBD,ride_hail,util,escort,
modeChoice,Location,CBD,ride_hail,util,shopping,
modeChoice,Location,CBD,ride_hail,util,eatout,
modeChoice,Location,CBD,ride_hail,util,othmaint,
modeChoice,Location,CBD,ride_hail,util,social,
modeChoice,Location,CBD,ride_hail,util,othdiscr,
modeChoice,Location,CBD,ride_hail,util,atwork,
modeChoice,Location,CBD,ride_hail_pooled,util,work,
modeChoice,Location,CBD,ride_hail_pooled,util,univ,
modeChoice,Location,CBD,ride_hail_pooled,util,school,
modeChoice,Location,CBD,ride_hail_pooled,util,escort,
modeChoice,Location,CBD,ride_hail_pooled,util,shopping,
modeChoice,Location,CBD,ride_hail_pooled,util,eatout,
modeChoice,Location,CBD,ride_hail_pooled,util,othmaint,
modeChoice,Location,CBD,ride_hail_pooled,util,social,
modeChoice,Location,CBD,ride_hail_pooled,util,othdiscr,
modeChoice,Location,CBD,ride_hail_pooled,util,atwork,
modeChoice,Location,CBD,ride_hail_transit,util,work,1.1
modeChoice,Location,CBD,ride_hail_transit,util,univ,0.672
modeChoice,Location,CBD,ride_hail_transit,util,school,0.672
modeChoice,Location,CBD,ride_hail_transit,util,escort,0.525
modeChoice,Location,CBD,ride_hail_transit,util,shopping,0.525
modeChoice,Location,CBD,ride_hail_transit,util,eatout,0.525
modeChoice,Location,CBD,ride_hail_transit,util,othmaint,0.525
modeChoice,Location,CBD,ride_hail_transit,util,social,0.525
modeChoice,Location,CBD,ride_hail_transit,util,othdiscr,0.525
modeChoice,Location,CBD,ride_hail_transit,util,atwork,0.564
modeChoice,Location,CBD,walk,util,work,
modeChoice,Location,CBD,walk,util,univ,
modeChoice,Location,CBD,walk,util,school,
modeChoice,Location,CBD,walk,util,escort,
modeChoice,Location,CBD,walk,util,shopping,
modeChoice,Location,CBD,walk,util,eatout,
modeChoice,Location,CBD,walk,util,othmaint,
modeChoice,Location,CBD,walk,util,social,
modeChoice,Location,CBD,walk,util,othdiscr,
modeChoice,Location,CBD,walk,util,atwork,
modeChoice,Location,CBD,walk_transit,util,work,0.804
modeChoice,Location,CBD,walk_transit,util,univ,0.672
modeChoice,Location,CBD,walk_transit,util,school,0.672
modeChoice,Location,CBD,walk_transit,util,escort,0.525
modeChoice,Location,CBD,walk_transit,util,shopping,0.525
modeChoice,Location,CBD,walk_transit,util,eatout,0.525
modeChoice,Location,CBD,walk_transit,util,othmaint,0.525
modeChoice,Location,CBD,walk_transit,util,social,0.525
modeChoice,Location,CBD,walk_transit,util,othdiscr,0.525
modeChoice,Location,CBD,walk_transit,util,atwork,0.564
modeChoice,Person,ascNoAuto,bike,util,work,3.1940088
modeChoice,Person,ascNoAuto,bike,util,univ,4.2945156
modeChoice,Person,ascNoAuto,bike,util,school,12.098735
modeChoice,Person,ascNoAuto,bike,util,escort,-0.716212
modeChoice,Person,ascNoAuto,bike,util,shopping,0.8341555
modeChoice,Person,ascNoAuto,bike,util,eatout,0.86807096
modeChoice,Person,ascNoAuto,bike,util,othmaint,1.5394334
modeChoice,Person,ascNoAuto,bike,util,social,0.02058321
modeChoice,Person,ascNoAuto,bike,util,othdiscr,-0.3764232
modeChoice,Person,ascNoAuto,bike,util,atwork,-0.90725845
modeChoice,Person,ascNoAuto,bike_transit,util,work,5.0354166
modeChoice,Person,ascNoAuto,bike_transit,util,univ,8.786037
modeChoice,Person,ascNoAuto,bike_transit,util,school,21.383749
modeChoice,Person,ascNoAuto,bike_transit,util,escort,-2.2172081
modeChoice,Person,ascNoAuto,bike_transit,util,shopping,2.1067476
modeChoice,Person,ascNoAuto,bike_transit,util,eatout,2.5936368
modeChoice,Person,ascNoAuto,bike_transit,util,othmaint,2.5643456
modeChoice,Person,ascNoAuto,bike_transit,util,social,1.3814651
modeChoice,Person,ascNoAuto,bike_transit,util,othdiscr,2.2437785
modeChoice,Person,ascNoAuto,bike_transit,util,atwork,2.7041876
modeChoice,Person,ascNoAuto,car,util,work,
modeChoice,Person,ascNoAuto,car,util,univ,
modeChoice,Person,ascNoAuto,car,util,school,
modeChoice,Person,ascNoAuto,car,util,escort,
modeChoice,Person,ascNoAuto,car,util,shopping,
modeChoice,Person,ascNoAuto,car,util,eatout,
modeChoice,Person,ascNoAuto,car,util,othmaint,
modeChoice,Person,ascNoAuto,car,util,social,
modeChoice,Person,ascNoAuto,car,util,othdiscr,
modeChoice,Person,ascNoAuto,car,util,atwork,
modeChoice,Person,ascNoAuto,drive_transit,util,work,
modeChoice,Person,ascNoAuto,drive_transit,util,univ,
modeChoice,Person,ascNoAuto,drive_transit,util,school,
modeChoice,Person,ascNoAuto,drive_transit,util,escort,
modeChoice,Person,ascNoAuto,drive_transit,util,shopping,
modeChoice,Person,ascNoAuto,drive_transit,util,eatout,
modeChoice,Person,ascNoAuto,drive_transit,util,othmaint,
modeChoice,Person,ascNoAuto,drive_transit,util,social,
modeChoice,Person,ascNoAuto,drive_transit,util,othdiscr,
modeChoice,Person,ascNoAuto,drive_transit,util,atwork,
modeChoice,Person,ascNoAuto,hov2,util,work,
modeChoice,Person,ascNoAuto,hov2,util,univ,
modeChoice,Person,ascNoAuto,hov2,util,school,
modeChoice,Person,ascNoAuto,hov2,util,escort,
modeChoice,Person,ascNoAuto,hov2,util,shopping,
modeChoice,Person,ascNoAuto,hov2,util,eatout,
modeChoice,Person,ascNoAuto,hov2,util,othmaint,
modeChoice,Person,ascNoAuto,hov2,util,social,
modeChoice,Person,ascNoAuto,hov2,util,othdiscr,
modeChoice,Person,ascNoAuto,hov2,util,atwork,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,work,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,univ,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,school,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,escort,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,shopping,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,eatout,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,othmaint,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,social,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,othdiscr,
modeChoice,Person,ascNoAuto,hov2_teleportation,util,atwork,
modeChoice,Person,ascNoAuto,hov3,util,work,-0.5831269
modeChoice,Person,ascNoAuto,hov3,util,univ,-6.056001
modeChoice,Person,ascNoAuto,hov3,util,school,-6.0240827
modeChoice,Person,ascNoAuto,hov3,util,escort,-1.8129267
modeChoice,Person,ascNoAuto,hov3,util,shopping,-0.27978948
modeChoice,Person,ascNoAuto,hov3,util,eatout,0.3219998
modeChoice,Person,ascNoAuto,hov3,util,othmaint,-0.8031854
modeChoice,Person,ascNoAuto,hov3,util,social,-1.4036902
modeChoice,Person,ascNoAuto,hov3,util,othdiscr,0.27216902
modeChoice,Person,ascNoAuto,hov3,util,atwork,0.5826626
modeChoice,Person,ascNoAuto,hov3_teleportation,util,work,-0.5831269
modeChoice,Person,ascNoAuto,hov3_teleportation,util,univ,-6.056001
modeChoice,Person,ascNoAuto,hov3_teleportation,util,school,-6.0240827
modeChoice,Person,ascNoAuto,hov3_teleportation,util,escort,-1.8129267
modeChoice,Person,ascNoAuto,hov3_teleportation,util,shopping,-0.27978948
modeChoice,Person,ascNoAuto,hov3_teleportation,util,eatout,0.3219998
modeChoice,Person,ascNoAuto,hov3_teleportation,util,othmaint,-0.8031854
modeChoice,Person,ascNoAuto,hov3_teleportation,util,social,-1.4036902
modeChoice,Person,ascNoAuto,hov3_teleportation,util,othdiscr,0.27216902
modeChoice,Person,ascNoAuto,hov3_teleportation,util,atwork,0.5826626
modeChoice,Person,ascNoAuto,ride_hail,util,work,5.7855
modeChoice,Person,ascNoAuto,ride_hail,util,univ,-2.519
modeChoice,Person,ascNoAuto,ride_hail,util,school,-7
modeChoice,Person,ascNoAuto,ride_hail,util,escort,1.8605
modeChoice,Person,ascNoAuto,ride_hail,util,shopping,1.8605
modeChoice,Person,ascNoAuto,ride_hail,util,eatout,1.6852
modeChoice,Person,ascNoAuto,ride_hail,util,othmaint,1.8605
modeChoice,Person,ascNoAuto,ride_hail,util,social,1.6852
modeChoice,Person,ascNoAuto,ride_hail,util,othdiscr,1.6852
modeChoice,Person,ascNoAuto,ride_hail,util,atwork,4.4982
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,work,3.2429
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,univ,-5.8116
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,school,-7
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,escort,0.9361
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,shopping,0.9361
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,eatout,0.6464
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,othmaint,0.9361
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,social,0.6464
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,othdiscr,0.6464
modeChoice,Person,ascNoAuto,ride_hail_pooled,util,atwork,3.3672
modeChoice,Person,ascNoAuto,ride_hail_transit,util,work,0.10081567
modeChoice,Person,ascNoAuto,ride_hail_transit,util,univ,1.8501176
modeChoice,Person,ascNoAuto,ride_hail_transit,util,school,5.3252654
modeChoice,Person,ascNoAuto,ride_hail_transit,util,escort,-1.1537067
modeChoice,Person,ascNoAuto,ride_hail_transit,util,shopping,-0.41849178
modeChoice,Person,ascNoAuto,ride_hail_transit,util,eatout,0.5998061
modeChoice,Person,ascNoAuto,ride_hail_transit,util,othmaint,-0.29943228
modeChoice,Person,ascNoAuto,ride_hail_transit,util,social,1.5627195
modeChoice,Person,ascNoAuto,ride_hail_transit,util,othdiscr,0.3199308
modeChoice,Person,ascNoAuto,ride_hail_transit,util,atwork,
modeChoice,Person,ascNoAuto,walk,util,work,5.7672157
modeChoice,Person,ascNoAuto,walk,util,univ,6.408967
modeChoice,Person,ascNoAuto,walk,util,school,18.414557
modeChoice,Person,ascNoAuto,walk,util,escort,2.8012068
modeChoice,Person,ascNoAuto,walk,util,shopping,2.3768773
modeChoice,Person,ascNoAuto,walk,util,eatout,5.1251173
modeChoice,Person,ascNoAuto,walk,util,othmaint,1.287299
modeChoice,Person,ascNoAuto,walk,util,social,1.8680915
modeChoice,Person,ascNoAuto,walk,util,othdiscr,3.2665946
modeChoice,Person,ascNoAuto,walk,util,atwork,6.669213
modeChoice,Person,ascNoAuto,walk_transit,util,work,5.0354166
modeChoice,Person,ascNoAuto,walk_transit,util,univ,8.786037
modeChoice,Person,ascNoAuto,walk_transit,util,school,21.383749
modeChoice,Person,ascNoAuto,walk_transit,util,escort,-2.2172081
modeChoice,Person,ascNoAuto,walk_transit,util,shopping,2.1067476
modeChoice,Person,ascNoAuto,walk_transit,util,eatout,2.5936368
modeChoice,Person,ascNoAuto,walk_transit,util,othmaint,2.5643456
modeChoice,Person,ascNoAuto,walk_transit,util,social,1.3814651
modeChoice,Person,ascNoAuto,walk_transit,util,othdiscr,2.2437785
modeChoice,Person,ascNoAuto,walk_transit,util,atwork,2.7041876
modeChoice,Person,ascAutoDeficient,bike,util,work,0.25318968
modeChoice,Person,ascAutoDeficient,bike,util,univ,-0.669235
modeChoice,Person,ascAutoDeficient,bike,util,school,-0.5280678
modeChoice,Person,ascAutoDeficient,bike,util,escort,-4.527928
modeChoice,Person,ascAutoDeficient,bike,util,shopping,-0.87584466
modeChoice,Person,ascAutoDeficient,bike,util,eatout,-1.5691106
modeChoice,Person,ascAutoDeficient,bike,util,othmaint,-1.5184649
modeChoice,Person,ascAutoDeficient,bike,util,social,0.6345214
modeChoice,Person,ascAutoDeficient,bike,util,othdiscr,-0.09246834
modeChoice,Person,ascAutoDeficient,bike,util,atwork,-0.8074083
modeChoice,Person,ascAutoDeficient,bike_transit,util,work,0.65302855
modeChoice,Person,ascAutoDeficient,bike_transit,util,univ,3.1362555
modeChoice,Person,ascAutoDeficient,bike_transit,util,school,4.120708
modeChoice,Person,ascAutoDeficient,bike_transit,util,escort,-4.960704
modeChoice,Person,ascAutoDeficient,bike_transit,util,shopping,-0.8476569
modeChoice,Person,ascAutoDeficient,bike_transit,util,eatout,-0.03896324
modeChoice,Person,ascAutoDeficient,bike_transit,util,othmaint,-3.0597258
modeChoice,Person,ascAutoDeficient,bike_transit,util,social,0.97444487
modeChoice,Person,ascAutoDeficient,bike_transit,util,othdiscr,0.9530884
modeChoice,Person,ascAutoDeficient,bike_transit,util,atwork,-2.9988291
modeChoice,Person,ascAutoDeficient,car,util,work,
modeChoice,Person,ascAutoDeficient,car,util,univ,
modeChoice,Person,ascAutoDeficient,car,util,school,
modeChoice,Person,ascAutoDeficient,car,util,escort,
modeChoice,Person,ascAutoDeficient,car,util,shopping,
modeChoice,Person,ascAutoDeficient,car,util,eatout,
modeChoice,Person,ascAutoDeficient,car,util,othmaint,
modeChoice,Person,ascAutoDeficient,car,util,social,
modeChoice,Person,ascAutoDeficient,car,util,othdiscr,
modeChoice,Person,ascAutoDeficient,car,util,atwork,
modeChoice,Person,ascAutoDeficient,drive_transit,util,work,0.10081567
modeChoice,Person,ascAutoDeficient,drive_transit,util,univ,1.8501176
modeChoice,Person,ascAutoDeficient,drive_transit,util,school,5.3252654
modeChoice,Person,ascAutoDeficient,drive_transit,util,escort,-1.1537067
modeChoice,Person,ascAutoDeficient,drive_transit,util,shopping,-0.41849178
modeChoice,Person,ascAutoDeficient,drive_transit,util,eatout,0.5998061
modeChoice,Person,ascAutoDeficient,drive_transit,util,othmaint,-0.29943228
modeChoice,Person,ascAutoDeficient,drive_transit,util,social,1.5627195
modeChoice,Person,ascAutoDeficient,drive_transit,util,othdiscr,0.3199308
modeChoice,Person,ascAutoDeficient,drive_transit,util,atwork,-998.8196
modeChoice,Person,ascAutoDeficient,hov2,util,work,-0.33803123
modeChoice,Person,ascAutoDeficient,hov2,util,univ,-1.6922346
modeChoice,Person,ascAutoDeficient,hov2,util,school,0.12474365
modeChoice,Person,ascAutoDeficient,hov2,util,escort,
modeChoice,Person,ascAutoDeficient,hov2,util,shopping,0.24409756
modeChoice,Person,ascAutoDeficient,hov2,util,eatout,0.5882345
modeChoice,Person,ascAutoDeficient,hov2,util,othmaint,0.2621527
modeChoice,Person,ascAutoDeficient,hov2,util,social,1.8558528
modeChoice,Person,ascAutoDeficient,hov2,util,othdiscr,0.6601513
modeChoice,Person,ascAutoDeficient,hov2,util,atwork,-2.1102421
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,work,-0.33803123
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,univ,-1.6922346
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,school,0.12474365
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,escort,
