taz,parkingType,pricingModel,chargingPointType,numStalls,feeInCents,reservedFor
2460,Workplace,Block,NoCharger,1000000,0,Any
2461,Public,Block,NoCharger,1000000,0,Any
2461,Residential,Block,NoCharger,1000000,0,Any
2461,Workplace,Block,NoCharger,1000000,0,Any
2462,Public,Block,NoCharger,1000000,0,Any
2462,Residential,Block,NoCharger,1000000,0,Any
2462,Workplace,Block,NoCharger,1000000,0,Any
2463,Public,Block,NoCharger,1000000,0,Any
2463,Residential,Block,NoCharger,1000000,0,Any
2463,Workplace,Block,NoCharger,1000000,0,Any
2464,Public,Block,NoCharger,1000000,0,Any
2464,Residential,Block,NoCharger,1000000,0,Any
2464,Workplace,Block,NoCharger,1000000,0,Any
2465,Public,Block,NoCharger,1000000,0,Any
2465,Residential,Block,NoCharger,1000000,0,Any
2465,Workplace,Block,NoCharger,1000000,0,Any
2466,Public,Block,NoCharger,1000000,0,Any
2466,Residential,Block,NoCharger,1000000,0,Any
2466,Workplace,Block,NoCharger,1000000,0,Any
2467,Public,Block,NoCharger,1000000,0,Any
2467,Residential,Block,NoCharger,1000000,0,Any
2467,Workplace,Block,NoCharger,1000000,0,Any
2468,Public,Block,NoCharger,1000000,0,Any
2468,Residential,Block,NoCharger,1000000,0,Any
2468,Workplace,Block,NoCharger,1000000,0,Any
2469,Public,Block,NoCharger,1000000,0,Any
2469,Residential,Block,NoCharger,1000000,0,Any
2469,Workplace,Block,NoCharger,1000000,0,Any
2470,Public,Block,NoCharger,1000000,0,Any
2470,Residential,Block,NoCharger,1000000,0,Any
2470,Workplace,Block,NoCharger,1000000,0,Any
2471,Public,Block,NoCharger,1000000,0,Any
2471,Residential,Block,NoCharger,1000000,0,Any
2471,Workplace,Block,NoCharger,1000000,0,Any
2472,Public,Block,NoCharger,1000000,0,Any
2472,Residential,Block,NoCharger,1000000,0,Any
2472,Workplace,Block,NoCharger,1000000,0,Any
2473,Public,Block,NoCharger,1000000,0,Any
2473,Residential,Block,NoCharger,1000000,0,Any
2473,Workplace,Block,NoCharger,1000000,0,Any
2474,Public,Block,NoCharger,1000000,0,Any
2474,Residential,Block,NoCharger,1000000,0,Any
2474,Workplace,Block,NoCharger,1000000,0,Any
2475,Public,Block,NoCharger,1000000,0,Any
2475,Residential,Block,NoCharger,1000000,0,Any
2475,Workplace,Block,NoCharger,1000000,0,Any
2476,Public,Block,NoCharger,1000000,0,Any
2476,Residential,Block,NoCharger,1000000,0,Any
2476,Workplace,Block,NoCharger,1000000,0,Any
2477,Public,Block,NoCharger,1000000,0,Any
2477,Residential,Block,NoCharger,1000000,0,Any
2477,Workplace,Block,NoCharger,1000000,0,Any
2478,Public,Block,NoCharger,1000000,0,Any
2478,Residential,Block,NoCharger,1000000,0,Any
2478,Workplace,Block,NoCharger,1000000,0,Any
2479,Public,Block,NoCharger,1000000,0,Any
2479,Residential,Block,NoCharger,1000000,0,Any
2479,Workplace,Block,NoCharger,1000000,0,Any
2480,Public,Block,NoCharger,1000000,0,Any
2480,Residential,Block,NoCharger,1000000,0,Any
2480,Workplace,Block,NoCharger,1000000,0,Any
2481,Public,Block,NoCharger,1000000,0,Any
2481,Residential,Block,NoCharger,1000000,0,Any
2481,Workplace,Block,NoCharger,1000000,0,Any
2482,Public,Block,NoCharger,1000000,0,Any
2482,Residential,Block,NoCharger,1000000,0,Any
2482,Workplace,Block,NoCharger,1000000,0,Any
2483,Public,Block,NoCharger,1000000,0,Any
2483,Residential,Block,NoCharger,1000000,0,Any
2483,Workplace,Block,NoCharger,1000000,0,Any
2484,Public,Block,NoCharger,1000000,0,Any
2484,Residential,Block,NoCharger,1000000,0,Any
2484,Workplace,Block,NoCharger,1000000,0,Any
2485,Public,Block,NoCharger,1000000,0,Any
2485,Residential,Block,NoCharger,1000000,0,Any
2485,Workplace,Block,NoCharger,1000000,0,Any
2486,Public,Block,NoCharger,1000000,0,Any
2486,Residential,Block,NoCharger,1000000,0,Any
2486,Workplace,Block,NoCharger,1000000,0,Any
2487,Public,Block,NoCharger,1000000,0,Any
2487,Residential,Block,NoCharger,1000000,0,Any
2487,Workplace,Block,NoCharger,1000000,0,Any
2488,Public,Block,NoCharger,1000000,0,Any
2488,Residential,Block,NoCharger,1000000,0,Any
2488,Workplace,Block,NoCharger,1000000,0,Any
2489,Public,Block,NoCharger,1000000,0,Any
2489,Residential,Block,NoCharger,1000000,0,Any
2489,Workplace,Block,NoCharger,1000000,0,Any
2490,Public,Block,NoCharger,1000000,0,Any
2490,Residential,Block,NoCharger,1000000,0,Any
2490,Workplace,Block,NoCharger,1000000,0,Any
2491,Public,Block,NoCharger,1000000,0,Any
2491,Residential,Block,NoCharger,1000000,0,Any
2491,Workplace,Block,NoCharger,1000000,0,Any
2492,Public,Block,NoCharger,1000000,0,Any
2492,Residential,Block,NoCharger,1000000,0,Any
2492,Workplace,Block,NoCharger,1000000,0,Any
2493,Public,Block,NoCharger,1000000,0,Any
2493,Residential,Block,NoCharger,1000000,0,Any
2493,Workplace,Block,NoCharger,1000000,0,Any
2494,Public,Block,NoCharger,1000000,0,Any
2494,Residential,Block,NoCharger,1000000,0,Any
2494,Workplace,Block,NoCharger,1000000,0,Any
2495,Public,Block,NoCharger,1000000,0,Any
2495,Residential,Block,NoCharger,1000000,0,Any
2495,Workplace,Block,NoCharger,1000000,0,Any
2496,Public,Block,NoCharger,1000000,0,Any
2496,Residential,Block,NoCharger,1000000,0,Any
2496,Workplace,Block,NoCharger,1000000,0,Any
2497,Public,Block,NoCharger,1000000,0,Any
2497,Residential,Block,NoCharger,1000000,0,Any
2497,Workplace,Block,NoCharger,1000000,0,Any
2498,Public,Block,NoCharger,1000000,0,Any
2498,Residential,Block,NoCharger,1000000,0,Any
2498,Workplace,Block,NoCharger,1000000,0,Any
2499,Public,Block,NoCharger,1000000,0,Any
2499,Residential,Block,NoCharger,1000000,0,Any
2499,Workplace,Block,NoCharger,1000000,0,Any
2500,Public,Block,NoCharger,1000000,0,Any
2500,Residential,Block,NoCharger,1000000,0,Any
2500,Workplace,Block,NoCharger,1000000,0,Any
2501,Public,Block,NoCharger,1000000,0,Any
2501,Residential,Block,NoCharger,1000000,0,Any
2501,Workplace,Block,NoCharger,1000000,0,Any
2502,Public,Block,NoCharger,1000000,0,Any
2502,Residential,Block,NoCharger,1000000,0,Any
2502,Workplace,Block,NoCharger,1000000,0,Any
2503,Public,Block,NoCharger,1000000,0,Any
2503,Residential,Block,NoCharger,1000000,0,Any
2503,Workplace,Block,NoCharger,1000000,0,Any
2504,Public,Block,NoCharger,1000000,0,Any
2504,Residential,Block,NoCharger,1000000,0,Any
2504,Workplace,Block,NoCharger,1000000,0,Any
2505,Public,Block,NoCharger,1000000,0,Any
2505,Residential,Block,NoCharger,1000000,0,Any
2505,Workplace,Block,NoCharger,1000000,0,Any
2506,Public,Block,NoCharger,1000000,0,Any
2506,Residential,Block,NoCharger,1000000,0,Any
2506,Workplace,Block,NoCharger,1000000,0,Any
2507,Public,Block,NoCharger,1000000,0,Any
2507,Residential,Block,NoCharger,1000000,0,Any
2507,Workplace,Block,NoCharger,1000000,0,Any
2508,Public,Block,NoCharger,1000000,0,Any
2508,Residential,Block,NoCharger,1000000,0,Any
2508,Workplace,Block,NoCharger,1000000,0,Any
2509,Public,Block,NoCharger,1000000,0,Any
2509,Residential,Block,NoCharger,1000000,0,Any
2509,Workplace,Block,NoCharger,1000000,0,Any
2510,Public,Block,NoCharger,1000000,0,Any
2510,Residential,Block,NoCharger,1000000,0,Any
2510,Workplace,Block,NoCharger,1000000,0,Any
2511,Public,Block,NoCharger,1000000,0,Any
2511,Residential,Block,NoCharger,1000000,0,Any
2511,Workplace,Block,NoCharger,1000000,0,Any
2512,Public,Block,NoCharger,1000000,0,Any
2512,Residential,Block,NoCharger,1000000,0,Any
2512,Workplace,Block,NoCharger,1000000,0,Any
2513,Public,Block,NoCharger,1000000,0,Any
2513,Residential,Block,NoCharger,1000000,0,Any
2513,Workplace,Block,NoCharger,1000000,0,Any
2514,Public,Block,NoCharger,1000000,0,Any
2514,Residential,Block,NoCharger,1000000,0,Any
2514,Workplace,Block,NoCharger,1000000,0,Any
2515,Public,Block,NoCharger,1000000,0,Any
2515,Residential,Block,NoCharger,1000000,0,Any
2515,Workplace,Block,NoCharger,1000000,0,Any
2516,Public,Block,NoCharger,1000000,0,Any
2516,Residential,Block,NoCharger,1000000,0,Any
2516,Workplace,Block,NoCharger,1000000,0,Any
2517,Public,Block,NoCharger,1000000,0,Any
2517,Residential,Block,NoCharger,1000000,0,Any
2517,Workplace,Block,NoCharger,1000000,0,Any
2518,Public,Block,NoCharger,1000000,0,Any
2518,Residential,Block,NoCharger,1000000,0,Any
2518,Workplace,Block,NoCharger,1000000,0,Any
2519,Public,Block,NoCharger,1000000,0,Any
2519,Residential,Block,NoCharger,1000000,0,Any
2519,Workplace,Block,NoCharger,1000000,0,Any
2520,Public,Block,NoCharger,1000000,0,Any
2520,Residential,Block,NoCharger,1000000,0,Any
2520,Workplace,Block,NoCharger,1000000,0,Any
2521,Public,Block,NoCharger,1000000,0,Any
2521,Residential,Block,NoCharger,1000000,0,Any
2521,Workplace,Block,NoCharger,1000000,0,Any
2522,Public,Block,NoCharger,1000000,0,Any
2522,Residential,Block,NoCharger,1000000,0,Any
2522,Workplace,Block,NoCharger,1000000,0,Any
2523,Public,Block,NoCharger,1000000,0,Any
2523,Residential,Block,NoCharger,1000000,0,Any
2523,Workplace,Block,NoCharger,1000000,0,Any
2524,Public,Block,NoCharger,1000000,0,Any
2524,Residential,Block,NoCharger,1000000,0,Any
2524,Workplace,Block,NoCharger,1000000,0,Any
2525,Public,Block,NoCharger,1000000,0,Any
2525,Residential,Block,NoCharger,1000000,0,Any
2525,Workplace,Block,NoCharger,1000000,0,Any
2526,Public,Block,NoCharger,1000000,0,Any
2526,Residential,Block,NoCharger,1000000,0,Any
2526,Workplace,Block,NoCharger,1000000,0,Any
2527,Public,Block,NoCharger,1000000,0,Any
2527,Residential,Block,NoCharger,1000000,0,Any
2527,Workplace,Block,NoCharger,1000000,0,Any
2528,Public,Block,NoCharger,1000000,0,Any
2528,Residential,Block,NoCharger,1000000,0,Any
2528,Workplace,Block,NoCharger,1000000,0,Any
2529,Public,Block,NoCharger,1000000,0,Any
2529,Residential,Block,NoCharger,1000000,0,Any
2529,Workplace,Block,NoCharger,1000000,0,Any
2530,Public,Block,NoCharger,1000000,0,Any
2530,Residential,Block,NoCharger,1000000,0,Any
2530,Workplace,Block,NoCharger,1000000,0,Any
2531,Public,Block,NoCharger,1000000,0,Any
2531,Residential,Block,NoCharger,1000000,0,Any
2531,Workplace,Block,NoCharger,1000000,0,Any
2532,Public,Block,NoCharger,1000000,0,Any
2532,Residential,Block,NoCharger,1000000,0,Any
2532,Workplace,Block,NoCharger,1000000,0,Any
2533,Public,Block,NoCharger,1000000,0,Any
2533,Residential,Block,NoCharger,1000000,0,Any
2533,Workplace,Block,NoCharger,1000000,0,Any
2534,Public,Block,NoCharger,1000000,0,Any
2534,Residential,Block,NoCharger,1000000,0,Any
2534,Workplace,Block,NoCharger,1000000,0,Any
2535,Public,Block,NoCharger,1000000,0,Any
2535,Residential,Block,NoCharger,1000000,0,Any
2535,Workplace,Block,NoCharger,1000000,0,Any
2536,Public,Block,NoCharger,1000000,0,Any
2536,Residential,Block,NoCharger,1000000,0,Any
2536,Workplace,Block,NoCharger,1000000,0,Any
2537,Public,Block,NoCharger,1000000,0,Any
2537,Residential,Block,NoCharger,1000000,0,Any
2537,Workplace,Block,NoCharger,1000000,0,Any
2538,Public,Block,NoCharger,1000000,0,Any
2538,Residential,Block,NoCharger,1000000,0,Any
2538,Workplace,Block,NoCharger,1000000,0,Any
2539,Public,Block,NoCharger,1000000,0,Any
2539,Residential,Block,NoCharger,1000000,0,Any
2539,Workplace,Block,NoCharger,1000000,0,Any
2540,Public,Block,NoCharger,1000000,0,Any
2540,Residential,Block,NoCharger,1000000,0,Any
2540,Workplace,Block,NoCharger,1000000,0,Any
2541,Public,Block,NoCharger,1000000,0,Any
2541,Residential,Block,NoCharger,1000000,0,Any
2541,Workplace,Block,NoCharger,1000000,0,Any
2542,Public,Block,NoCharger,1000000,0,Any
2542,Residential,Block,NoCharger,1000000,0,Any
2542,Workplace,Block,NoCharger,1000000,0,Any
2543,Public,Block,NoCharger,1000000,0,Any
2543,Residential,Block,NoCharger,1000000,0,Any
2543,Workplace,Block,NoCharger,1000000,0,Any
2544,Public,Block,NoCharger,1000000,0,Any
2544,Residential,Block,NoCharger,1000000,0,Any
2544,Workplace,Block,NoCharger,1000000,0,Any
2545,Public,Block,NoCharger,1000000,0,Any
2545,Residential,Block,NoCharger,1000000,0,Any
2545,Workplace,Block,NoCharger,1000000,0,Any
2546,Public,Block,NoCharger,1000000,0,Any
2546,Residential,Block,NoCharger,1000000,0,Any
2546,Workplace,Block,NoCharger,1000000,0,Any
2547,Public,Block,NoCharger,1000000,0,Any
2547,Residential,Block,NoCharger,1000000,0,Any
2547,Workplace,Block,NoCharger,1000000,0,Any
2548,Public,Block,NoCharger,1000000,0,Any
2548,Residential,Block,NoCharger,1000000,0,Any
2548,Workplace,Block,NoCharger,1000000,0,Any
2549,Public,Block,NoCharger,1000000,0,Any
2549,Residential,Block,NoCharger,1000000,0,Any
2549,Workplace,Block,NoCharger,1000000,0,Any
2550,Public,Block,NoCharger,1000000,0,Any
2550,Residential,Block,NoCharger,1000000,0,Any
2550,Workplace,Block,NoCharger,1000000,0,Any
2551,Public,Block,NoCharger,1000000,0,Any
2551,Residential,Block,NoCharger,1000000,0,Any
2551,Workplace,Block,NoCharger,1000000,0,Any
2552,Public,Block,NoCharger,1000000,0,Any
2552,Residential,Block,NoCharger,1000000,0,Any
2552,Workplace,Block,NoCharger,1000000,0,Any
2553,Public,Block,NoCharger,1000000,0,Any
2553,Residential,Block,NoCharger,1000000,0,Any
2553,Workplace,Block,NoCharger,1000000,0,Any
2554,Public,Block,NoCharger,1000000,0,Any
2554,Residential,Block,NoCharger,1000000,0,Any
2554,Workplace,Block,NoCharger,1000000,0,Any
2555,Public,Block,NoCharger,1000000,0,Any
2555,Residential,Block,NoCharger,1000000,0,Any
2555,Workplace,Block,NoCharger,1000000,0,Any
2556,Public,Block,NoCharger,1000000,0,Any
2556,Residential,Block,NoCharger,1000000,0,Any
2556,Workplace,Block,NoCharger,1000000,0,Any
2557,Public,Block,NoCharger,1000000,0,Any
2557,Residential,Block,NoCharger,1000000,0,Any
2557,Workplace,Block,NoCharger,1000000,0,Any
2558,Public,Block,NoCharger,1000000,0,Any
2558,Residential,Block,NoCharger,1000000,0,Any
2558,Workplace,Block,NoCharger,1000000,0,Any
2559,Public,Block,NoCharger,1000000,0,Any
2559,Residential,Block,NoCharger,1000000,0,Any
2559,Workplace,Block,NoCharger,1000000,0,Any
2560,Public,Block,NoCharger,1000000,0,Any
2560,Residential,Block,NoCharger,1000000,0,Any
2560,Workplace,Block,NoCharger,1000000,0,Any
2561,Public,Block,NoCharger,1000000,0,Any
2561,Residential,Block,NoCharger,1000000,0,Any
2561,Workplace,Block,NoCharger,1000000,0,Any
2562,Public,Block,NoCharger,1000000,0,Any
2562,Residential,Block,NoCharger,1000000,0,Any
2562,Workplace,Block,NoCharger,1000000,0,Any
2563,Public,Block,NoCharger,1000000,0,Any
2563,Residential,Block,NoCharger,1000000,0,Any
2563,Workplace,Block,NoCharger,1000000,0,Any
2564,Public,Block,NoCharger,1000000,0,Any
2564,Residential,Block,NoCharger,1000000,0,Any
2564,Workplace,Block,NoCharger,1000000,0,Any
2565,Public,Block,NoCharger,1000000,0,Any
2565,Residential,Block,NoCharger,1000000,0,Any
2565,Workplace,Block,NoCharger,1000000,0,Any
2566,Public,Block,NoCharger,1000000,0,Any
2566,Residential,Block,NoCharger,1000000,0,Any
2566,Workplace,Block,NoCharger,1000000,0,Any
2567,Public,Block,NoCharger,1000000,0,Any
2567,Residential,Block,NoCharger,1000000,0,Any
2567,Workplace,Block,NoCharger,1000000,0,Any
2568,Public,Block,NoCharger,1000000,0,Any
2568,Residential,Block,NoCharger,1000000,0,Any
2568,Workplace,Block,NoCharger,1000000,0,Any
2569,Public,Block,NoCharger,1000000,0,Any
2569,Residential,Block,NoCharger,1000000,0,Any
2569,Workplace,Block,NoCharger,1000000,0,Any
2570,Public,Block,NoCharger,1000000,0,Any
2570,Residential,Block,NoCharger,1000000,0,Any
2570,Workplace,Block,NoCharger,1000000,0,Any
2571,Public,Block,NoCharger,1000000,0,Any
2571,Residential,Block,NoCharger,1000000,0,Any
2571,Workplace,Block,NoCharger,1000000,0,Any
2572,Public,Block,NoCharger,1000000,0,Any
2572,Residential,Block,NoCharger,1000000,0,Any
2572,Workplace,Block,NoCharger,1000000,0,Any
2573,Public,Block,NoCharger,1000000,0,Any
2573,Residential,Block,NoCharger,1000000,0,Any
2573,Workplace,Block,NoCharger,1000000,0,Any
2574,Public,Block,NoCharger,1000000,0,Any
2574,Residential,Block,NoCharger,1000000,0,Any
2574,Workplace,Block,NoCharger,1000000,0,Any
2575,Public,Block,NoCharger,1000000,0,Any
2575,Residential,Block,NoCharger,1000000,0,Any
2575,Workplace,Block,NoCharger,1000000,0,Any
2576,Public,Block,NoCharger,1000000,0,Any
2576,Residential,Block,NoCharger,1000000,0,Any
2576,Workplace,Block,NoCharger,1000000,0,Any
2577,Public,Block,NoCharger,1000000,0,Any
2577,Residential,Block,NoCharger,1000000,0,Any
2577,Workplace,Block,NoCharger,1000000,0,Any
2578,Public,Block,NoCharger,1000000,0,Any
2578,Residential,Block,NoCharger,1000000,0,Any
2578,Workplace,Block,NoCharger,1000000,0,Any
2579,Public,Block,NoCharger,1000000,0,Any
2579,Residential,Block,NoCharger,1000000,0,Any
2579,Workplace,Block,NoCharger,1000000,0,Any
2580,Public,Block,NoCharger,1000000,0,Any
2580,Residential,Block,NoCharger,1000000,0,Any
2580,Workplace,Block,NoCharger,1000000,0,Any
2581,Public,Block,NoCharger,1000000,0,Any
2581,Residential,Block,NoCharger,1000000,0,Any
2581,Workplace,Block,NoCharger,1000000,0,Any
2582,Public,Block,NoCharger,1000000,0,Any
2582,Residential,Block,NoCharger,1000000,0,Any
2582,Workplace,Block,NoCharger,1000000,0,Any
2583,Public,Block,NoCharger,1000000,0,Any
2583,Residential,Block,NoCharger,1000000,0,Any
2583,Workplace,Block,NoCharger,1000000,0,Any
2584,Public,Block,NoCharger,1000000,0,Any
2584,Residential,Block,NoCharger,1000000,0,Any
2584,Workplace,Block,NoCharger,1000000,0,Any
2585,Public,Block,NoCharger,1000000,0,Any
2585,Residential,Block,NoCharger,1000000,0,Any
2585,Workplace,Block,NoCharger,1000000,0,Any
2586,Public,Block,NoCharger,1000000,0,Any
2586,Residential,Block,NoCharger,1000000,0,Any
2586,Workplace,Block,NoCharger,1000000,0,Any
2587,Public,Block,NoCharger,1000000,0,Any
2587,Residential,Block,NoCharger,1000000,0,Any
2587,Workplace,Block,NoCharger,1000000,0,Any
2588,Public,Block,NoCharger,1000000,0,Any
2588,Residential,Block,NoCharger,1000000,0,Any
2588,Workplace,Block,NoCharger,1000000,0,Any
2589,Public,Block,NoCharger,1000000,0,Any
2589,Residential,Block,NoCharger,1000000,0,Any
2589,Workplace,Block,NoCharger,1000000,0,Any
2590,Public,Block,NoCharger,1000000,0,Any
2590,Residential,Block,NoCharger,1000000,0,Any
2590,Workplace,Block,NoCharger,1000000,0,Any
2591,Public,Block,NoCharger,1000000,0,Any
2591,Residential,Block,NoCharger,1000000,0,Any
2591,Workplace,Block,NoCharger,1000000,0,Any
2592,Public,Block,NoCharger,1000000,0,Any
2592,Residential,Block,NoCharger,1000000,0,Any
2592,Workplace,Block,NoCharger,1000000,0,Any
2593,Public,Block,NoCharger,1000000,0,Any
2593,Residential,Block,NoCharger,1000000,0,Any
2593,Workplace,Block,NoCharger,1000000,0,Any
2594,Public,Block,NoCharger,1000000,0,Any
2594,Residential,Block,NoCharger,1000000,0,Any
2594,Workplace,Block,NoCharger,1000000,0,Any
2595,Public,Block,NoCharger,1000000,0,Any
2595,Residential,Block,NoCharger,1000000,0,Any
2595,Workplace,Block,NoCharger,1000000,0,Any
2596,Public,Block,NoCharger,1000000,0,Any
2596,Residential,Block,NoCharger,1000000,0,Any
2596,Workplace,Block,NoCharger,1000000,0,Any
2597,Public,Block,NoCharger,1000000,0,Any
2597,Residential,Block,NoCharger,1000000,0,Any
2597,Workplace,Block,NoCharger,1000000,0,Any
2598,Public,Block,NoCharger,1000000,0,Any
2598,Residential,Block,NoCharger,1000000,0,Any
2598,Workplace,Block,NoCharger,1000000,0,Any
2599,Public,Block,NoCharger,1000000,0,Any
2599,Residential,Block,NoCharger,1000000,0,Any
2599,Workplace,Block,NoCharger,1000000,0,Any
2600,Public,Block,NoCharger,1000000,0,Any
2600,Residential,Block,NoCharger,1000000,0,Any
2600,Workplace,Block,NoCharger,1000000,0,Any
2601,Public,Block,NoCharger,1000000,0,Any
2601,Residential,Block,NoCharger,1000000,0,Any
2601,Workplace,Block,NoCharger,1000000,0,Any
2602,Public,Block,NoCharger,1000000,0,Any
2602,Residential,Block,NoCharger,1000000,0,Any
2602,Workplace,Block,NoCharger,1000000,0,Any
2603,Public,Block,NoCharger,1000000,0,Any
2603,Residential,Block,NoCharger,1000000,0,Any
2603,Workplace,Block,NoCharger,1000000,0,Any
2604,Public,Block,NoCharger,1000000,0,Any
2604,Residential,Block,NoCharger,1000000,0,Any
2604,Workplace,Block,NoCharger,1000000,0,Any
2605,Public,Block,NoCharger,1000000,0,Any
2605,Residential,Block,NoCharger,1000000,0,Any
2605,Workplace,Block,NoCharger,1000000,0,Any
2606,Public,Block,NoCharger,1000000,0,Any
2606,Residential,Block,NoCharger,1000000,0,Any
2606,Workplace,Block,NoCharger,1000000,0,Any
2607,Public,Block,NoCharger,1000000,0,Any
2607,Residential,Block,NoCharger,1000000,0,Any
2607,Workplace,Block,NoCharger,1000000,0,Any
2608,Public,Block,NoCharger,1000000,0,Any
2608,Residential,Block,NoCharger,1000000,0,Any
2608,Workplace,Block,NoCharger,1000000,0,Any
2609,Public,Block,NoCharger,1000000,0,Any
2609,Residential,Block,NoCharger,1000000,0,Any
2609,Workplace,Block,NoCharger,1000000,0,Any
2610,Public,Block,NoCharger,1000000,0,Any
2610,Residential,Block,NoCharger,1000000,0,Any
2610,Workplace,Block,NoCharger,1000000,0,Any
2611,Public,Block,NoCharger,1000000,0,Any
2611,Residential,Block,NoCharger,1000000,0,Any
2611,Workplace,Block,NoCharger,1000000,0,Any
2612,Public,Block,NoCharger,1000000,0,Any
2612,Residential,Block,NoCharger,1000000,0,Any
2612,Workplace,Block,NoCharger,1000000,0,Any
2613,Public,Block,NoCharger,1000000,0,Any
2613,Residential,Block,NoCharger,1000000,0,Any
2613,Workplace,Block,NoCharger,1000000,0,Any
2614,Public,Block,NoCharger,1000000,0,Any
2614,Residential,Block,NoCharger,1000000,0,Any
2614,Workplace,Block,NoCharger,1000000,0,Any
2615,Public,Block,NoCharger,1000000,0,Any
2615,Residential,Block,NoCharger,1000000,0,Any
2615,Workplace,Block,NoCharger,1000000,0,Any
2616,Public,Block,NoCharger,1000000,0,Any
2616,Residential,Block,NoCharger,1000000,0,Any
2616,Workplace,Block,NoCharger,1000000,0,Any
2617,Public,Block,NoCharger,1000000,0,Any
2617,Residential,Block,NoCharger,1000000,0,Any
2617,Workplace,Block,NoCharger,1000000,0,Any
2618,Public,Block,NoCharger,1000000,0,Any
2618,Residential,Block,NoCharger,1000000,0,Any
2618,Workplace,Block,NoCharger,1000000,0,Any
2619,Public,Block,NoCharger,1000000,0,Any
2619,Residential,Block,NoCharger,1000000,0,Any
2619,Workplace,Block,NoCharger,1000000,0,Any
2620,Public,Block,NoCharger,1000000,0,Any
2620,Residential,Block,NoCharger,1000000,0,Any
2620,Workplace,Block,NoCharger,1000000,0,Any
2621,Public,Block,NoCharger,1000000,0,Any
2621,Residential,Block,NoCharger,1000000,0,Any
2621,Workplace,Block,NoCharger,1000000,0,Any
2622,Public,Block,NoCharger,1000000,0,Any
2622,Residential,Block,NoCharger,1000000,0,Any
2622,Workplace,Block,NoCharger,1000000,0,Any
2623,Public,Block,NoCharger,1000000,0,Any
2623,Residential,Block,NoCharger,1000000,0,Any
2623,Workplace,Block,NoCharger,1000000,0,Any
2624,Public,Block,NoCharger,1000000,0,Any
2624,Residential,Block,NoCharger,1000000,0,Any
2624,Workplace,Block,NoCharger,1000000,0,Any
2625,Public,Block,NoCharger,1000000,0,Any
2625,Residential,Block,NoCharger,1000000,0,Any
2625,Workplace,Block,NoCharger,1000000,0,Any
2626,Public,Block,NoCharger,1000000,0,Any
2626,Residential,Block,NoCharger,1000000,0,Any
2626,Workplace,Block,NoCharger,1000000,0,Any
2627,Public,Block,NoCharger,1000000,0,Any
2627,Residential,Block,NoCharger,1000000,0,Any
2627,Workplace,Block,NoCharger,1000000,0,Any
2628,Public,Block,NoCharger,1000000,0,Any
2628,Residential,Block,NoCharger,1000000,0,Any
2628,Workplace,Block,NoCharger,1000000,0,Any
2629,Public,Block,NoCharger,1000000,0,Any
2629,Residential,Block,NoCharger,1000000,0,Any
2629,Workplace,Block,NoCharger,1000000,0,Any
2630,Public,Block,NoCharger,1000000,0,Any
2630,Residential,Block,NoCharger,1000000,0,Any
2630,Workplace,Block,NoCharger,1000000,0,Any
2631,Public,Block,NoCharger,1000000,0,Any
2631,Residential,Block,NoCharger,1000000,0,Any
2631,Workplace,Block,NoCharger,1000000,0,Any
2632,Public,Block,NoCharger,1000000,0,Any
2632,Residential,Block,NoCharger,1000000,0,Any
2632,Workplace,Block,NoCharger,1000000,0,Any
2633,Public,Block,NoCharger,1000000,0,Any
2633,Residential,Block,NoCharger,1000000,0,Any
2633,Workplace,Block,NoCharger,1000000,0,Any
2634,Public,Block,NoCharger,1000000,0,Any
2634,Residential,Block,NoCharger,1000000,0,Any
2634,Workplace,Block,NoCharger,1000000,0,Any
2635,Public,Block,NoCharger,1000000,0,Any
2635,Residential,Block,NoCharger,1000000,0,Any
2635,Workplace,Block,NoCharger,1000000,0,Any
2636,Public,Block,NoCharger,1000000,0,Any
2636,Residential,Block,NoCharger,1000000,0,Any
2636,Workplace,Block,NoCharger,1000000,0,Any
2637,Public,Block,NoCharger,1000000,0,Any
2637,Residential,Block,NoCharger,1000000,0,Any
2637,Workplace,Block,NoCharger,1000000,0,Any
2638,Public,Block,NoCharger,1000000,0,Any
2638,Residential,Block,NoCharger,1000000,0,Any
2638,Workplace,Block,NoCharger,1000000,0,Any
2639,Public,Block,NoCharger,1000000,0,Any
2639,Residential,Block,NoCharger,1000000,0,Any
2639,Workplace,Block,NoCharger,1000000,0,Any
2640,Public,Block,NoCharger,1000000,0,Any
2640,Residential,Block,NoCharger,1000000,0,Any
2640,Workplace,Block,NoCharger,1000000,0,Any
2641,Public,Block,NoCharger,1000000,0,Any
2641,Residential,Block,NoCharger,1000000,0,Any
2641,Workplace,Block,NoCharger,1000000,0,Any
2642,Public,Block,NoCharger,1000000,0,Any
2642,Residential,Block,NoCharger,1000000,0,Any
2642,Workplace,Block,NoCharger,1000000,0,Any
2643,Public,Block,NoCharger,1000000,0,Any
2643,Residential,Block,NoCharger,1000000,0,Any
2643,Workplace,Block,NoCharger,1000000,0,Any
2644,Public,Block,NoCharger,1000000,0,Any
2644,Residential,Block,NoCharger,1000000,0,Any
2644,Workplace,Block,NoCharger,1000000,0,Any
2645,Public,Block,NoCharger,1000000,0,Any
2645,Residential,Block,NoCharger,1000000,0,Any
2645,Workplace,Block,NoCharger,1000000,0,Any
2646,Public,Block,NoCharger,1000000,0,Any
2646,Residential,Block,NoCharger,1000000,0,Any
